[2023-03-04 18-27-24] d=  7, evals=1.0e+03, k= 50, k_top=  5
#    20 : loss = -2.5e+01
   inp  : [s =  3.7e+01] ущйинъу
   out  : [s =  1.2e+01] pinyin
   rev  : [s =  2.8e+01] пиньинь

#    21 : loss = -2.4e+01
   inp  : [s =  4.9e+01] шэьдкйя
   out  : [s =  2.5e+01] shadkya
   rev  : [s =  2.2e+01] шакья
   WRN  : rev != "shakya"

#    22 : loss = -2.4e+01
   inp  : [s =  3.4e+01] ощуъиъв
   out  : [s =  1.0e+01] feeling
   rev  : [s =  1.6e+01] чувство

#    23 : loss = -2.4e+01
   inp  : [s =  4.6e+01] иьллтёу
   out  : [s =  2.2e+01] illteu
   rev  : [s =  2.8e+01] иллтеу

#    24 : loss = -2.4e+01
   inp  : [s =  3.1e+01] щаафечу
   out  : [s =  7.5e+00] right now
   rev  : [s =  2.6e+01] прямо сейчас

#    25 : loss = -2.3e+01
   inp  : [s =  3.9e+01] ъяляужь
   out  : [s =  1.6e+01] for the service
   rev  : [s =  2.4e+01] за услугу

#    26 : loss = -2.3e+01
   inp  : [s =  4.8e+01] нмьрщшт
   out  : [s =  2.5e+01] nmrsht
   rev  : [s =  2.8e+01] ямршт

#    27 : loss = -2.3e+01
   inp  : [s =  4.7e+01] оэеыъьё
   out  : [s =  2.4e+01] oeeye
   rev  : [s =  1.7e+01] оеее

#    28 : loss = -2.3e+01
   inp  : [s =  4.7e+01] йьаёьеб
   out  : [s =  2.4e+01] yaeeb
   rev  : [s =  1.8e+01] даеб

#    29 : loss = -2.3e+01
   inp  : [s =  5.3e+01] флжсйид
   out  : [s =  3.0e+01] fljsyid
   rev  : [s =  3.0e+01] fljsyid

#    30 : loss = -2.3e+01
   inp  : [s =  4.7e+01] пёыэулм
   out  : [s =  2.4e+01] peeulm
   rev  : [s =  2.4e+01] пьюлм

#    31 : loss = -2.3e+01
   inp  : [s =  4.6e+01] бдлпроь
   out  : [s =  2.3e+01] bdlpro
   rev  : [s =  2.3e+01] bdlpro

#    32 : loss = -2.3e+01
   inp  : [s =  4.1e+01] доцшлмь
   out  : [s =  1.8e+01] assoc .
   rev  : [s =  2.4e+01] доц .

#    33 : loss = -2.3e+01
   inp  : [s =  4.3e+01] ъныуазу
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    34 : loss = -2.2e+01
   inp  : [s =  4.0e+01] дашэщйш
   out  : [s =  1.7e+01] dashash
   rev  : [s =  1.1e+01] тире
   WRN  : rev != "dash"

#    35 : loss = -2.2e+01
   inp  : [s =  4.2e+01] ъокоёйх
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    36 : loss = -2.2e+01
   inp  : [s =  5.6e+01] зсзгвлэ
   out  : [s =  3.4e+01] zszgvle
   rev  : [s =  3.4e+01] zszgvle

#    37 : loss = -2.2e+01
   inp  : [s =  4.3e+01] мсхлгъь
   out  : [s =  2.2e+01] mshlg
   rev  : [s =  2.2e+01] mshlg

#    38 : loss = -2.2e+01
   inp  : [s =  4.2e+01] ъсябщьч
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    39 : loss = -2.2e+01
   inp  : [s =  5.7e+01] пзкщлйы
   out  : [s =  3.5e+01] pzkschly
   rev  : [s =  3.5e+01] пзкщли

#    40 : loss = -2.1e+01
   inp  : [s =  4.4e+01] афкхуьу
   out  : [s =  2.3e+01] afkhu
   rev  : [s =  2.0e+01] афху

#    41 : loss = -2.1e+01
   inp  : [s =  4.5e+01] чжьпфьм
   out  : [s =  2.3e+01] zhpfm
   rev  : [s =  2.3e+01] zhpfm

#    42 : loss = -2.1e+01
   inp  : [s =  5.1e+01] кццьаыд
   out  : [s =  3.0e+01] kccaidh
   rev  : [s =  3.0e+01] kccaidh

#    43 : loss = -2.1e+01
   inp  : [s =  4.0e+01] лгфббзя
   out  : [s =  1.9e+01] lgbtq
   rev  : [s =  2.5e+01] лгбтк

#    44 : loss = -2.1e+01
   inp  : [s =  4.5e+01] еъвхзжц
   out  : [s =  2.4e+01] ewhzc
   rev  : [s =  1.8e+01] ewhc
   WRN  : rev != "ewhc"

#    45 : loss = -2.1e+01
   inp  : [s =  5.0e+01] зжннлэы
   out  : [s =  2.9e+01] zznnley
   rev  : [s =  3.7e+01] ззннлей

#    46 : loss = -2.1e+01
   inp  : [s =  4.2e+01] ъирувшд
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    47 : loss = -2.1e+01
   inp  : [s =  4.1e+01] ъмвшэзш
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    48 : loss = -2.1e+01
   inp  : [s =  4.6e+01] саььхфч
   out  : [s =  2.5e+01] cahfh
   rev  : [s =  2.5e+01] кахфх

#    49 : loss = -2.1e+01
   inp  : [s =  4.4e+01] фйвьжиь
   out  : [s =  2.3e+01] fyvji
   rev  : [s =  3.6e+01] фывджи

#    50 : loss = -2.1e+01
   inp  : [s =  3.7e+01] иищджиь
   out  : [s =  1.6e+01] and look
   rev  : [s =  1.5e+01] и посмотри

#    51 : loss = -2.1e+01
   inp  : [s =  5.1e+01] бфзскйт
   out  : [s =  3.1e+01] bfzskyt
   rev  : [s =  3.1e+01] bfzskyt

#    52 : loss = -2.1e+01
   inp  : [s =  4.7e+01] лзеьйук
   out  : [s =  2.6e+01] lzeuk
   rev  : [s =  2.7e+01] лзеук

#    53 : loss = -2.0e+01
   inp  : [s =  4.1e+01] ъёаяръъ
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    54 : loss = -2.0e+01
   inp  : [s =  3.8e+01] ьёдйдлы
   out  : [s =  1.7e+01] idles
   rev  : [s =  2.3e+01] бездействует

#    55 : loss = -2.0e+01
   inp  : [s =  5.2e+01] цсддыбг
   out  : [s =  3.3e+01] csddybg
   rev  : [s =  3.7e+01] кэдди бг
   WRN  : rev != "caddy bg"

#    56 : loss = -1.9e+01
   inp  : [s =  3.9e+01] оъмыиях
   out  : [s =  2.0e+01] about products
   rev  : [s =  2.3e+01] о продуктах

#    57 : loss = -1.9e+01
   inp  : [s =  2.9e+01] яяюбелю
   out  : [s =  1.0e+01] I love
   rev  : [s =  1.8e+01] Я люблю

#    58 : loss = -1.9e+01
   inp  : [s =  4.2e+01] гьисъюэ
   out  : [s =  2.3e+01] giisue
   rev  : [s =  3.1e+01] джосуэ
   WRN  : rev != "giosue"

#    59 : loss = -1.9e+01
   inp  : [s =  4.3e+01] доьрхтз
   out  : [s =  2.4e+01] dokhtz
   rev  : [s =  2.6e+01] дохтц

#    60 : loss = -1.9e+01
   inp  : [s =  4.6e+01] зхяцхжх
   out  : [s =  2.7e+01] zxcxcx
   rev  : [s =  2.7e+01] zxcxcx

#    61 : loss = -1.9e+01
   inp  : [s =  3.9e+01] ъотъжяя
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    62 : loss = -1.9e+01
   inp  : [s =  4.6e+01] гмцхъьп
   out  : [s =  2.7e+01] gmcxp
   rev  : [s =  2.7e+01] gmcxp

#    63 : loss = -1.9e+01
   inp  : [s =  3.5e+01] ьбьсцах
   out  : [s =  1.6e+01] in a month
   rev  : [s =  2.1e+01] через месяц

#    64 : loss = -1.8e+01
   inp  : [s =  4.1e+01] фиумэяь
   out  : [s =  2.2e+01] fiumei
   rev  : [s =  3.1e+01] фьюмеи

#    65 : loss = -1.8e+01
   inp  : [s =  4.3e+01] вьммьрю
   out  : [s =  2.5e+01] vmmyu
   rev  : [s =  2.8e+01] вммю

#    66 : loss = -1.8e+01
   inp  : [s =  4.6e+01] бяъьъзч
   out  : [s =  2.8e+01] byazch
   rev  : [s =  1.9e+01] бязч

#    67 : loss = -1.8e+01
   inp  : [s =  4.4e+01] грнкддъ
   out  : [s =  2.5e+01] grnkdd
   rev  : [s =  3.9e+01] грнкдд

#    68 : loss = -1.8e+01
   inp  : [s =  4.6e+01] фпчиььо
   out  : [s =  2.8e+01] fpchiyo
   rev  : [s =  2.6e+01] фпчие

#    69 : loss = -1.8e+01
   inp  : [s =  4.7e+01] бкйёббь
   out  : [s =  2.8e+01] bkjebb
   rev  : [s =  3.9e+01] бкджебб

#    70 : loss = -1.8e+01
   inp  : [s =  4.3e+01] хрбьцсз
   out  : [s =  2.5e+01] hrbtsz
   rev  : [s =  2.5e+01] hrbtsz

#    71 : loss = -1.8e+01
   inp  : [s =  3.9e+01] ёвебуъь
   out  : [s =  2.1e+01] evebu
   rev  : [s =  2.5e+01] эвебу

#    72 : loss = -1.8e+01
   inp  : [s =  4.2e+01] ёэсчэып
   out  : [s =  2.4e+01] escheap
   rev  : [s =  3.0e+01] это дешево
   WRN  : rev != "es cheap"

#    73 : loss = -1.8e+01
   inp  : [s =  4.7e+01] ъсцёоря
   out  : [s =  3.0e+01] bsceory
   rev  : [s =  1.2e+01] история

#    74 : loss = -1.8e+01
   inp  : [s =  4.5e+01] зчьамщъ
   out  : [s =  2.7e+01] zchamsch
   rev  : [s =  2.9e+01] зчамщ

#    75 : loss = -1.8e+01
   inp  : [s =  4.9e+01] еыкфъць
   out  : [s =  3.2e+01] eykfts
   rev  : [s =  2.3e+01] эйфс
   WRN  : rev != "eyfs"

#    76 : loss = -1.8e+01
   inp  : [s =  3.8e+01] ъюгдухн
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    77 : loss = -1.7e+01
   inp  : [s =  5.1e+01] бжкльлш
   out  : [s =  3.3e+01] bzhklsh
   rev  : [s =  3.5e+01] бжклш

#    78 : loss = -1.7e+01
   inp  : [s =  4.8e+01] всрдйвё
   out  : [s =  3.0e+01] vsrdyve
   rev  : [s =  4.1e+01] всрдыве

#    79 : loss = -1.7e+01
   inp  : [s =  3.9e+01] фуээлуъ
   out  : [s =  2.1e+01] fuelu
   rev  : [s =  1.8e+01] топливо
   WRN  : rev != "fuel"

#    80 : loss = -1.7e+01
   inp  : [s =  3.5e+01] мафмяйы
   out  : [s =  1.8e+01] mafia
   rev  : [s =  1.3e+01] мафия

#    81 : loss = -1.7e+01
   inp  : [s =  3.4e+01] ёюёьынь
   out  : [s =  1.7e+01] heryn
   rev  : [s =  1.5e+01] херин

#    82 : loss = -1.7e+01
   inp  : [s =  4.3e+01] нвнёсыу
   out  : [s =  2.6e+01] nvnessy
   rev  : [s =  2.2e+01] невнесси

#    83 : loss = -1.7e+01
   inp  : [s =  4.9e+01] дыъэьщх
   out  : [s =  3.2e+01] dyeishch
   rev  : [s =  2.9e+01] красительщ

#    84 : loss = -1.7e+01
   inp  : [s =  4.4e+01] футвйлз
   out  : [s =  2.7e+01] footviles
   rev  : [s =  2.9e+01] футвилл
   WRN  : rev != "footville"

#    85 : loss = -1.7e+01
   inp  : [s =  3.9e+01] ёйхвдёз
   out  : [s =  2.2e+01] ehvdez
   rev  : [s =  2.4e+01] эвдез

#    86 : loss = -1.7e+01
   inp  : [s =  3.8e+01] трпиъьф
   out  : [s =  2.2e+01] trpif
   rev  : [s =  2.2e+01] гто, если
   WRN  : rev != "trp if"

#    87 : loss = -1.7e+01
   inp  : [s =  3.8e+01] ёььзаге
   out  : [s =  2.1e+01] ez zag
   rev  : [s =  2.1e+01] ez zag

#    88 : loss = -1.7e+01
   inp  : [s =  3.5e+01] жюэньтр
   out  : [s =  1.9e+01] juentr
   rev  : [s =  2.1e+01] юэнтр

#    89 : loss = -1.7e+01
   inp  : [s =  3.7e+01] ъфнйент
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#    90 : loss = -1.7e+01
   inp  : [s =  4.6e+01] оылюъуы
   out  : [s =  2.9e+01] oylyuy
   rev  : [s =  2.1e+01] ойлюй

#    91 : loss = -1.7e+01
   inp  : [s =  5.2e+01] тстлбсм
   out  : [s =  3.5e+01] tstlbsm
   rev  : [s =  3.5e+01] tstlbsm

#    92 : loss = -1.7e+01
   inp  : [s =  4.1e+01] цъьилбэ
   out  : [s =  2.4e+01] qilbe
   rev  : [s =  1.1e+01] будет
   WRN  : rev != "will be"

#    93 : loss = -1.6e+01
   inp  : [s =  3.8e+01] уйёуръь
   out  : [s =  2.1e+01] uyeur
   rev  : [s =  1.7e+01] уйер

#    94 : loss = -1.6e+01
   inp  : [s =  4.2e+01] пьпэясг
   out  : [s =  2.6e+01] pieasg
   rev  : [s =  2.6e+01] pieasg

#    95 : loss = -1.6e+01
   inp  : [s =  4.4e+01] гфььтсч
   out  : [s =  2.8e+01] gftsch
   rev  : [s =  2.8e+01] gftsch

#    96 : loss = -1.6e+01
   inp  : [s =  3.5e+01] хзъмыэр
   out  : [s =  1.9e+01] hzmyer
   rev  : [s =  3.1e+01] хзмайер

#    97 : loss = -1.6e+01
   inp  : [s =  4.7e+01] блпкдгд
   out  : [s =  3.1e+01] blpkdgd
   rev  : [s =  3.1e+01] blpkdgd

#    98 : loss = -1.6e+01
   inp  : [s =  3.9e+01] ъяфхкзн
   out  : [s =  2.3e+01] nfkdn
   rev  : [s =  2.3e+01] nfkdn

#    99 : loss = -1.6e+01
   inp  : [s =  4.1e+01] щхлиёощ
   out  : [s =  2.5e+01] schliesch
   rev  : [s =  1.6e+01] шлиш

#   100 : loss = -1.6e+01
   inp  : [s =  4.5e+01] ъфъыхлч
   out  : [s =  2.9e+01] bfyhlch
   rev  : [s =  2.9e+01] bfyhlch

#   101 : loss = -1.6e+01
   inp  : [s =  4.8e+01] ыъьуящр
   out  : [s =  3.2e+01] yyuyashr
   rev  : [s =  3.0e+01] юйяшр

#   102 : loss = -1.6e+01
   inp  : [s =  5.4e+01] пжкдъыж
   out  : [s =  3.8e+01] pzhkdyzh
   rev  : [s =  4.5e+01] пжкдыж

#   103 : loss = -1.6e+01
   inp  : [s =  4.4e+01] шжъъхсл
   out  : [s =  2.8e+01] shjhsl
   rev  : [s =  2.8e+01] shjhsl

#   104 : loss = -1.6e+01
   inp  : [s =  4.1e+01] гнццзъх
   out  : [s =  2.6e+01] gnccx
   rev  : [s =  2.6e+01] gnccx

#   105 : loss = -1.5e+01
   inp  : [s =  3.3e+01] чёхёшьч
   out  : [s =  1.8e+01] czech
   rev  : [s =  1.9e+01] чешский

#   106 : loss = -1.5e+01
   inp  : [s =  4.5e+01] тзхдьёч
   out  : [s =  3.0e+01] tzhdech
   rev  : [s =  2.1e+01] тждеч

#   107 : loss = -1.5e+01
   inp  : [s =  4.5e+01] счпкхдн
   out  : [s =  3.0e+01] shpkhdn
   rev  : [s =  2.9e+01] шпхдн

#   108 : loss = -1.5e+01
   inp  : [s =  4.0e+01] йэръжиь
   out  : [s =  2.5e+01] yerzhi
   rev  : [s =  9.1e+00] ежи
   WRN  : rev != "yezhi"

#   109 : loss = -1.5e+01
   inp  : [s =  4.6e+01] оялбтйп
   out  : [s =  3.0e+01] oyalbtyp
   rev  : [s =  1.7e+01] лояльность
   WRN  : rev != "loyalty"

#   110 : loss = -1.5e+01
   inp  : [s =  4.4e+01] лтзтвпн
   out  : [s =  2.9e+01] ltztvpn
   rev  : [s =  2.9e+01] ltztvpn

#   111 : loss = -1.5e+01
   inp  : [s =  5.0e+01] фвтзкпв
   out  : [s =  3.5e+01] fvtzkpv
   rev  : [s =  2.8e+01] fvtpl
   WRN  : rev != "fvtpl"

#   112 : loss = -1.5e+01
   inp  : [s =  4.4e+01] зюьакёи
   out  : [s =  2.9e+01] zyuakei
   rev  : [s =  3.0e+01] зюакей

#   113 : loss = -1.5e+01
   inp  : [s =  4.0e+01] ыьбэыхс
   out  : [s =  2.5e+01] ybehs
   rev  : [s =  2.5e+01] ybehs

#   114 : loss = -1.5e+01
   inp  : [s =  4.7e+01] вхйтйвф
   out  : [s =  3.2e+01] whytywf
   rev  : [s =  3.2e+01] whytywf

#   115 : loss = -1.5e+01
   inp  : [s =  4.8e+01] ймсзэжх
   out  : [s =  3.3e+01] ymsseh
   rev  : [s =  3.3e+01] ymsseh

#   116 : loss = -1.5e+01
   inp  : [s =  4.3e+01] уэьфхгъ
   out  : [s =  2.8e+01] uefhg
   rev  : [s =  2.8e+01] uefhg

#   117 : loss = -1.5e+01
   inp  : [s =  5.7e+01] внвлрйщ
   out  : [s =  4.2e+01] vnvlryshch
   rev  : [s =  4.9e+01] внвлрыщ

#   118 : loss = -1.5e+01
   inp  : [s =  3.9e+01] дьдюьжн
   out  : [s =  2.4e+01] dyuzhn
   rev  : [s =  1.5e+01] дюжн

#   119 : loss = -1.5e+01
   inp  : [s =  4.6e+01] ъфххмйу
   out  : [s =  3.1e+01] bfkhmyu
   rev  : [s =  3.5e+01] бфхмю

#   120 : loss = -1.5e+01
   inp  : [s =  3.7e+01] шпьэрьд
   out  : [s =  2.2e+01] spyard
   rev  : [s =  1.8e+01] верфь
   WRN  : rev != "shipyard"

#   121 : loss = -1.5e+01
   inp  : [s =  4.1e+01] ыяамньб
   out  : [s =  2.7e+01] yyamnb
   rev  : [s =  2.7e+01] yyamnb

#   122 : loss = -1.5e+01
   inp  : [s =  4.3e+01] ёстъчмг
   out  : [s =  2.9e+01] esthmg
   rev  : [s =  1.7e+01] астма
   WRN  : rev != "asthma"

#   123 : loss = -1.5e+01
   inp  : [s =  4.0e+01] уыуютнг
   out  : [s =  2.5e+01] uyyutng
   rev  : [s =  3.1e+01] уйютнг

#   124 : loss = -1.5e+01
   inp  : [s =  4.4e+01] очвюйъь
   out  : [s =  2.9e+01] och vuy
   rev  : [s =  2.7e+01] также вуй

#   125 : loss = -1.5e+01
   inp  : [s =  4.0e+01] рььдянп
   out  : [s =  2.5e+01] ryangp
   rev  : [s =  2.5e+01] ryangp

#   126 : loss = -1.4e+01
   inp  : [s =  4.0e+01] эйрёршш
   out  : [s =  2.5e+01] airersh
   rev  : [s =  2.3e+01] аэрограф
   WRN  : rev != "airbrush"

#   127 : loss = -1.4e+01
   inp  : [s =  4.3e+01] кфъгндц
   out  : [s =  2.8e+01] kfgndc
   rev  : [s =  2.8e+01] kfgndc

#   128 : loss = -1.4e+01
   inp  : [s =  4.6e+01] зчыътзф
   out  : [s =  3.2e+01] zchytzf
   rev  : [s =  3.2e+01] zchytzf

#   129 : loss = -1.4e+01
   inp  : [s =  4.3e+01] ббдрлжй
   out  : [s =  2.9e+01] bbdrljy
   rev  : [s =  1.7e+01] ббри
   WRN  : rev != "bbry"

#   130 : loss = -1.4e+01
   inp  : [s =  5.3e+01] аёьнжтд
   out  : [s =  3.9e+01] aeinzhtd
   rev  : [s =  5.1e+01] аеинжтд

#   131 : loss = -1.4e+01
   inp  : [s =  4.3e+01] жъопйые
   out  : [s =  2.9e+01] zhopye
   rev  : [s =  1.8e+01] жопые

#   132 : loss = -1.4e+01
   inp  : [s =  5.0e+01] зюеыгбм
   out  : [s =  3.6e+01] zyuygbm
   rev  : [s =  3.4e+01] зюйгбм

#   133 : loss = -1.4e+01
   inp  : [s =  4.7e+01] фтщгкст
   out  : [s =  3.2e+01] ftshgkst
   rev  : [s =  4.3e+01] фтшгкст

#   134 : loss = -1.4e+01
   inp  : [s =  4.2e+01] окыйкйц
   out  : [s =  2.8e+01] okykyts
   rev  : [s =  3.7e+01] окыкыц

#   135 : loss = -1.4e+01
   inp  : [s =  3.6e+01] дтьжьиз
   out  : [s =  2.2e+01] dtjiz
   rev  : [s =  2.2e+01] dtjiz

#   136 : loss = -1.4e+01
   inp  : [s =  3.4e+01] ърекяюц
   out  : [s =  2.0e+01] kommersant
   rev  : [s =  3.1e+01] коммерсант

#   137 : loss = -1.4e+01
   inp  : [s =  4.6e+01] ъйлбмфь
   out  : [s =  3.2e+01] bylbmf
   rev  : [s =  3.2e+01] bylbmf

#   138 : loss = -1.4e+01
   inp  : [s =  4.9e+01] блдлфнч
   out  : [s =  3.5e+01] bldlfnch
   rev  : [s =  2.5e+01] снегирь
   WRN  : rev != "bullfinch"

#   139 : loss = -1.4e+01
   inp  : [s =  4.4e+01] ипебврб
   out  : [s =  3.0e+01] ipebvrb
   rev  : [s =  3.0e+01] ipebvrb

#   140 : loss = -1.4e+01
   inp  : [s =  4.3e+01] кёцэюаф
   out  : [s =  3.0e+01] ketseuaf
   rev  : [s =  3.3e+01] кецеуаф

#   141 : loss = -1.4e+01
   inp  : [s =  4.1e+01] ёгхгфёь
   out  : [s =  2.7e+01] egxgfe
   rev  : [s =  2.7e+01] egxgfe

#   142 : loss = -1.4e+01
   inp  : [s =  2.5e+01] ссыпяши
   out  : [s =  1.1e+01] bulks
   rev  : [s =  1.9e+01] большая часть
   WRN  : rev != "bulk"

#   143 : loss = -1.4e+01
   inp  : [s =  3.9e+01] длувиъъ
   out  : [s =  2.5e+01] dluvi
   rev  : [s =  2.1e+01] длуви

#   144 : loss = -1.4e+01
   inp  : [s =  3.5e+01] сбъвьюй
   out  : [s =  2.1e+01] sbview
   rev  : [s =  2.3e+01] подвиды
   WRN  : rev != "subview"

#   145 : loss = -1.4e+01
   inp  : [s =  3.4e+01] чхоосцо
   out  : [s =  2.0e+01] choosso
   rev  : [s =  2.5e+01] выбирайте так
   WRN  : rev != "choose so"

#   146 : loss = -1.4e+01
   inp  : [s =  3.9e+01] ннюжптэ
   out  : [s =  2.6e+01] nnjpte
   rev  : [s =  2.6e+01] nnjpte

#   147 : loss = -1.4e+01
   inp  : [s =  4.6e+01] азфгмть
   out  : [s =  3.2e+01] azfgmt
   rev  : [s =  3.2e+01] azfgmt

#   148 : loss = -1.4e+01
   inp  : [s =  4.7e+01] ьаёсрнй
   out  : [s =  3.4e+01] baesrny
   rev  : [s =  1.4e+01] барни
   WRN  : rev != "barney"

#   149 : loss = -1.4e+01
   inp  : [s =  3.6e+01] эепътюд
   out  : [s =  2.3e+01] eeptude
   rev  : [s =  2.8e+01] пептид
   WRN  : rev != "peptide"

#   150 : loss = -1.4e+01
   inp  : [s =  4.8e+01] лхпзттг
   out  : [s =  3.4e+01] lhpzttg
   rev  : [s =  3.4e+01] lhpzttg

#   151 : loss = -1.4e+01
   inp  : [s =  3.8e+01] эьцякоб
   out  : [s =  2.4e+01] etsyakob
   rev  : [s =  3.2e+01] эцякоб

#   152 : loss = -1.3e+01
   inp  : [s =  4.0e+01] хтажнпл
   out  : [s =  2.6e+01] hcnpl
   rev  : [s =  2.3e+01] hcnp
   WRN  : rev != "hcnp"

#   153 : loss = -1.3e+01
   inp  : [s =  4.6e+01] нмввяюэ
   out  : [s =  3.2e+01] nmvvjue
   rev  : [s =  3.2e+01] nmvvjue

#   154 : loss = -1.3e+01
   inp  : [s =  5.1e+01] ъцдмкюе
   out  : [s =  3.8e+01] btsdmkue
   rev  : [s =  3.8e+01] btsdmkue

#   155 : loss = -1.3e+01
   inp  : [s =  4.2e+01] бавпфъх
   out  : [s =  2.9e+01] bavpfh
   rev  : [s =  2.9e+01] bavpfh

#   156 : loss = -1.3e+01
   inp  : [s =  4.8e+01] кклбшпк
   out  : [s =  3.5e+01] kklbshpc
   rev  : [s =  3.5e+01] kklbshpc

#   157 : loss = -1.3e+01
   inp  : [s =  3.5e+01] бынсьтв
   out  : [s =  2.2e+01] bynstv
   rev  : [s =  2.2e+01] бынств

#   158 : loss = -1.3e+01
   inp  : [s =  4.4e+01] мтнжыеь
   out  : [s =  3.1e+01] mtnzhye
   rev  : [s =  3.3e+01] мтнжье

#   159 : loss = -1.3e+01
   inp  : [s =  4.8e+01] щыъсйрщ
   out  : [s =  3.4e+01] schysyrsch
   rev  : [s =  3.5e+01] шысырщ

#   160 : loss = -1.3e+01
   inp  : [s =  4.4e+01] шргрннй
   out  : [s =  3.1e+01] srgrnny
   rev  : [s =  2.8e+01] хирургия
   WRN  : rev != "surgery"

#   161 : loss = -1.3e+01
   inp  : [s =  4.1e+01] шсътббк
   out  : [s =  2.8e+01] shtbbk
   rev  : [s =  2.8e+01] штббк

#   162 : loss = -1.3e+01
   inp  : [s =  4.0e+01] зафдйън
   out  : [s =  2.7e+01] zafdyn
   rev  : [s =  2.5e+01] зафдин

#   163 : loss = -1.3e+01
   inp  : [s =  3.9e+01] мдвиауу
   out  : [s =  2.6e+01] mdviau
   rev  : [s =  3.2e+01] мдвиау

#   164 : loss = -1.3e+01
   inp  : [s =  3.7e+01] цмёркюъ
   out  : [s =  2.4e+01] tsmerky
