[2023-03-04 17-11-25] d=  7, evals=1.0e+03, k= 50, k_top=  5
   rev  : [s =  3.2e+01] zznnmkj

#    20 : loss = -2.3e+01
   inp  : [s =  4.7e+01] гмххъьн
   out  : [s =  2.3e+01] gmhxjn
   rev  : [s =  2.3e+01] gmhxjn

#    21 : loss = -2.3e+01
   inp  : [s =  4.6e+01] жьрцэъо
   out  : [s =  2.2e+01] Jrceo
   rev  : [s =  2.2e+01] Jrceo

#    22 : loss = -2.3e+01
   inp  : [s =  5.0e+01] бёацсжю
   out  : [s =  2.6e+01] boatsjue
   rev  : [s =  3.6e+01] боцзюэ

#    23 : loss = -2.3e+01
   inp  : [s =  4.6e+01] гзйкщчж
   out  : [s =  2.3e+01] gzcjcj
   rev  : [s =  2.3e+01] gzcjcj

#    24 : loss = -2.2e+01
   inp  : [s =  5.2e+01] ъоэсйьл
   out  : [s =  2.9e+01] Yoesyl
   rev  : [s =  2.9e+01] Yoesyl

#    25 : loss = -2.2e+01
   inp  : [s =  5.4e+01] мжвлвфж
   out  : [s =  3.2e+01] mjvlvfj
   rev  : [s =  3.2e+01] mjvlvfj

#    26 : loss = -2.2e+01
   inp  : [s =  4.5e+01] ктлтксь
   out  : [s =  2.3e+01] ktltx
   rev  : [s =  2.3e+01] ktltx

#    27 : loss = -2.1e+01
   inp  : [s =  4.4e+01] фйвьжиы
   out  : [s =  2.3e+01] fyvji
   rev  : [s =  2.3e+01] fyvji

#    28 : loss = -2.1e+01
   inp  : [s =  4.5e+01] жаьйщсч
   out  : [s =  2.4e+01] zhayshch
   rev  : [s =  1.6e+01] жайщ

#    29 : loss = -2.1e+01
   inp  : [s =  4.4e+01] ккзёйьи
   out  : [s =  2.3e+01] kkzoyi
   rev  : [s =  2.3e+01] kkzoyi

#    30 : loss = -2.1e+01
   inp  : [s =  5.1e+01] бфзскйт
   out  : [s =  3.1e+01] bfzskyt
   rev  : [s =  3.1e+01] bfzskyt

#    31 : loss = -2.0e+01
   inp  : [s =  4.3e+01] ыьбэъхс
   out  : [s =  2.2e+01] yybexx
   rev  : [s =  2.2e+01] yybexx

#    32 : loss = -2.0e+01
   inp  : [s =  4.6e+01] ъйлбмфь
   out  : [s =  2.5e+01] ylbmfj
   rev  : [s =  2.5e+01] ylbmfj

#    33 : loss = -2.0e+01
   inp  : [s =  3.1e+01] чъръпьм
   out  : [s =  1.1e+01] chirp
   rev  : [s =  2.2e+01] щебетать

#    34 : loss = -2.0e+01
   inp  : [s =  4.8e+01] рыббжпм
   out  : [s =  2.8e+01] fishjpm
   rev  : [s =  2.8e+01] fishjpm

#    35 : loss = -2.0e+01
   inp  : [s =  4.6e+01] шпмпзшь
   out  : [s =  2.6e+01] shpmpsh
   rev  : [s =  2.6e+01] shpmpsh

#    36 : loss = -2.0e+01
   inp  : [s =  4.5e+01] сахкььй
   out  : [s =  2.5e+01] Sahkyy
   rev  : [s =  2.5e+01] Sahkyy

#    37 : loss = -2.0e+01
   inp  : [s =  4.5e+01] ижйошшж
   out  : [s =  2.5e+01] ijyoszcz
   rev  : [s =  2.5e+01] ijyoszcz

#    38 : loss = -2.0e+01
   inp  : [s =  3.3e+01] ёренщял
   out  : [s =  1.3e+01] fucking
   rev  : [s =  1.8e+01] блядь,

#    39 : loss = -2.0e+01
   inp  : [s =  4.8e+01] мтжрвпн
   out  : [s =  2.8e+01] mtjrvpn
   rev  : [s =  2.8e+01] mtjrvpn

#    40 : loss = -2.0e+01
   inp  : [s =  4.7e+01] пёыэулм
   out  : [s =  2.7e+01] pyoelm
   rev  : [s =  2.7e+01] pyoelm

#    41 : loss = -1.9e+01
   inp  : [s =  5.0e+01] фвтзкпв
   out  : [s =  3.1e+01] fwtzcpv
   rev  : [s =  3.1e+01] fwtzcpv

#    42 : loss = -1.9e+01
   inp  : [s =  4.7e+01] кццьаъг
   out  : [s =  2.8e+01] ktsuag
   rev  : [s =  2.8e+01] ktsuag

#    43 : loss = -1.9e+01
   inp  : [s =  4.5e+01] мтнжыдь
   out  : [s =  2.6e+01] mtnjyd
   rev  : [s =  2.6e+01] mtnjyd

#    44 : loss = -1.9e+01
   inp  : [s =  3.2e+01] утёмгну
   out  : [s =  1.3e+01] ducking
   rev  : [s =  2.6e+01] пригибание

#    45 : loss = -1.9e+01
   inp  : [s =  3.7e+01] рышшъьш
   out  : [s =  1.8e+01] ryszczysz
   rev  : [s =  1.8e+01] ryszczysz

#    46 : loss = -1.9e+01
   inp  : [s =  5.3e+01] кнсбхцъ
   out  : [s =  3.4e+01] knsbhts
   rev  : [s =  3.4e+01] knsbhts

#    47 : loss = -1.9e+01
   inp  : [s =  5.0e+01] чыэцспз
   out  : [s =  3.1e+01] cheetspz
   rev  : [s =  3.1e+01] cheetspz

#    48 : loss = -1.9e+01
   inp  : [s =  4.4e+01] лзеьйтк
   out  : [s =  2.5e+01] lzeitk
   rev  : [s =  2.5e+01] lzeitk

#    49 : loss = -1.9e+01
   inp  : [s =  4.5e+01] бтжзлън
   out  : [s =  2.6e+01] btjzln
   rev  : [s =  2.6e+01] btjzln

#    50 : loss = -1.9e+01
   inp  : [s =  4.6e+01] бфйтйву
   out  : [s =  2.7e+01] bfjtjvu
   rev  : [s =  2.7e+01] bfjtjvu

#    51 : loss = -1.9e+01
   inp  : [s =  4.2e+01] южрдёжс
   out  : [s =  2.3e+01] SOUTHWAYS
   rev  : [s =  2.3e+01] SOUTHWAYS

#    52 : loss = -1.8e+01
   inp  : [s =  4.1e+01] мёйьлъь
   out  : [s =  2.3e+01] myyll
   rev  : [s =  2.3e+01] myyll

#    53 : loss = -1.8e+01
   inp  : [s =  5.2e+01] цсддыбг
   out  : [s =  3.4e+01] tsddybg
   rev  : [s =  3.4e+01] tsddybg

#    54 : loss = -1.8e+01
   inp  : [s =  2.9e+01] фоупятн
   out  : [s =  1.1e+01] FOOTNOTE
   rev  : [s =  2.6e+01] ССЫЛКА

#    55 : loss = -1.8e+01
   inp  : [s =  4.8e+01] фнжйрбг
   out  : [s =  3.0e+01] fnjrbrg
   rev  : [s =  3.0e+01] fnjrbrg

#    56 : loss = -1.8e+01
   inp  : [s =  3.4e+01] иьллтет
   out  : [s =  1.6e+01] yyllt
   rev  : [s =  1.6e+01] yyllt

#    57 : loss = -1.8e+01
   inp  : [s =  4.8e+01] флжсииг
   out  : [s =  2.9e+01] fljsig
   rev  : [s =  2.9e+01] fljsig

#    58 : loss = -1.8e+01
   inp  : [s =  4.9e+01] этцкзнй
   out  : [s =  3.1e+01] etzkzny
   rev  : [s =  3.1e+01] etzkzny

#    59 : loss = -1.8e+01
   inp  : [s =  4.3e+01] хрбьцсз
   out  : [s =  2.5e+01] hrbtsz
   rev  : [s =  2.5e+01] hrbtsz

#    60 : loss = -1.8e+01
   inp  : [s =  4.3e+01] иощрцйл
   out  : [s =  2.5e+01] and encouragement
   rev  : [s =  2.6e+01] и ободрение

#    61 : loss = -1.8e+01
   inp  : [s =  5.3e+01] кклбшпй
   out  : [s =  3.5e+01] kklbshpy
   rev  : [s =  3.5e+01] kklbshpy

#    62 : loss = -1.7e+01
   inp  : [s =  3.8e+01] езёоеъо
   out  : [s =  2.1e+01] ejojo
   rev  : [s =  2.1e+01] ejojo

#    63 : loss = -1.7e+01
   inp  : [s =  4.1e+01] гзцьжкк
   out  : [s =  2.4e+01] gzcjkk
   rev  : [s =  2.4e+01] gzcjkk

#    64 : loss = -1.7e+01
   inp  : [s =  4.9e+01] вцкзтцд
   out  : [s =  3.2e+01] vzkztzd
   rev  : [s =  3.2e+01] vzkztzd

#    65 : loss = -1.7e+01
   inp  : [s =  4.8e+01] отйдфдх
   out  : [s =  3.1e+01] otidfdx
   rev  : [s =  3.1e+01] otidfdx

#    66 : loss = -1.7e+01
   inp  : [s =  3.9e+01] аиъпътй
   out  : [s =  2.2e+01] aiPath
   rev  : [s =  2.2e+01] aiPath

#    67 : loss = -1.7e+01
   inp  : [s =  4.1e+01] шэьеййя
   out  : [s =  2.4e+01] shayeya
   rev  : [s =  1.8e+01] шайя

#    68 : loss = -1.7e+01
   inp  : [s =  3.9e+01] аэждяэй
   out  : [s =  2.2e+01] aejay
   rev  : [s =  2.2e+01] aejay

#    69 : loss = -1.7e+01
   inp  : [s =  4.4e+01] футвйлз
   out  : [s =  2.7e+01] Footviles
   rev  : [s =  2.7e+01] Footviles

#    70 : loss = -1.7e+01
   inp  : [s =  4.9e+01] юьтрлмл
   out  : [s =  3.2e+01] yytrlml
   rev  : [s =  3.2e+01] yytrlml

#    71 : loss = -1.7e+01
   inp  : [s =  3.9e+01] ойётввй
   out  : [s =  2.2e+01] oyotwy
   rev  : [s =  2.2e+01] oyotwy

#    72 : loss = -1.7e+01
   inp  : [s =  4.4e+01] нйъаэай
   out  : [s =  2.7e+01] nyiaay
   rev  : [s =  2.7e+01] nyiaay

#    73 : loss = -1.7e+01
   inp  : [s =  5.2e+01] тстлбсм
   out  : [s =  3.5e+01] tstlbsm
   rev  : [s =  3.5e+01] tstlbsm

#    74 : loss = -1.6e+01
   inp  : [s =  4.1e+01] ыпфыэрэ
   out  : [s =  2.4e+01] ypfair
   rev  : [s =  2.4e+01] ypfair

#    75 : loss = -1.6e+01
   inp  : [s =  4.6e+01] жтпвыол
   out  : [s =  3.0e+01] gtpviol
   rev  : [s =  3.0e+01] gtpviol

#    76 : loss = -1.6e+01
   inp  : [s =  4.2e+01] нтпвъъф
   out  : [s =  2.5e+01] ntpvjf
   rev  : [s =  2.5e+01] ntpvjf

#    77 : loss = -1.6e+01
   inp  : [s =  4.6e+01] шмлзъэъ
   out  : [s =  3.0e+01] shmzze
   rev  : [s =  3.0e+01] shmzze

#    78 : loss = -1.6e+01
   inp  : [s =  5.3e+01] аёьнжтд
   out  : [s =  3.7e+01] ayoinjtd
   rev  : [s =  3.7e+01] ayoinjtd

#    79 : loss = -1.6e+01
   inp  : [s =  4.4e+01] яквёчжю
   out  : [s =  2.8e+01] yakwoju
   rev  : [s =  2.8e+01] yakwoju

#    80 : loss = -1.6e+01
   inp  : [s =  3.8e+01] ъькпапр
   out  : [s =  2.2e+01] ykpapr
   rev  : [s =  2.2e+01] ykpapr

#    81 : loss = -1.6e+01
   inp  : [s =  3.5e+01] хзъмыэр
   out  : [s =  1.9e+01] hzmyer
   rev  : [s =  1.9e+01] hzmyer

#    82 : loss = -1.6e+01
   inp  : [s =  4.8e+01] яъяжврц
   out  : [s =  3.2e+01] yajjvrz
   rev  : [s =  3.2e+01] yajjvrz

#    83 : loss = -1.6e+01
   inp  : [s =  4.9e+01] шлдлбэе
   out  : [s =  3.3e+01] shldlbee
   rev  : [s =  3.3e+01] shldlbee

#    84 : loss = -1.6e+01
   inp  : [s =  4.9e+01] ззтнкып
   out  : [s =  3.3e+01] zztnkyp
   rev  : [s =  3.3e+01] zztnkyp

#    85 : loss = -1.6e+01
   inp  : [s =  5.1e+01] жщнпйыд
   out  : [s =  3.5e+01] zhnnpyyd
   rev  : [s =  3.5e+01] zhnnpyyd

#    86 : loss = -1.6e+01
   inp  : [s =  4.4e+01] вфъзлтц
   out  : [s =  2.9e+01] wfzltz
   rev  : [s =  2.9e+01] wfzltz

#    87 : loss = -1.6e+01
   inp  : [s =  4.6e+01] йтгвбмв
   out  : [s =  3.0e+01] ytgvbmv
   rev  : [s =  3.0e+01] ytgvbmv

#    88 : loss = -1.6e+01
   inp  : [s =  3.1e+01] вьюощых
   out  : [s =  1.5e+01] Viewpoints
   rev  : [s =  3.3e+01] Точки зрения

#    89 : loss = -1.5e+01
   inp  : [s =  4.0e+01] идльлвв
   out  : [s =  2.5e+01] idlvv
   rev  : [s =  2.5e+01] idlvv

#    90 : loss = -1.5e+01
   inp  : [s =  3.5e+01] чисмэса
   out  : [s =  2.0e+01] numerus
   rev  : [s =  2.0e+01] numerus

#    91 : loss = -1.5e+01
   inp  : [s =  4.7e+01] кзьнхцр
   out  : [s =  3.2e+01] kznhcr
   rev  : [s =  3.2e+01] kznhcr

#    92 : loss = -1.5e+01
   inp  : [s =  4.7e+01] йьаёьеб
   out  : [s =  3.2e+01] yyayojeb
   rev  : [s =  3.2e+01] yyayojeb

#    93 : loss = -1.5e+01
   inp  : [s =  5.2e+01] бьвтюыя
   out  : [s =  3.7e+01] Bevtuya
   rev  : [s =  2.9e+01] Бевтуя

#    94 : loss = -1.5e+01
   inp  : [s =  4.8e+01] яцзхээу
   out  : [s =  3.3e+01] yazzheu
   rev  : [s =  3.3e+01] yazzheu

#    95 : loss = -1.5e+01
   inp  : [s =  4.9e+01] отлтждб
   out  : [s =  3.4e+01] otltjdb
   rev  : [s =  3.4e+01] otltjdb

#    96 : loss = -1.5e+01
   inp  : [s =  4.6e+01] твъыкмю
   out  : [s =  3.1e+01] tvykmu
   rev  : [s =  3.1e+01] tvykmu

#    97 : loss = -1.5e+01
   inp  : [s =  4.9e+01] грмкгдщ
   out  : [s =  3.4e+01] grmcgdsc
   rev  : [s =  3.4e+01] grmcgdsc

#    98 : loss = -1.5e+01
   inp  : [s =  3.8e+01] ьёдйдлы
   out  : [s =  2.3e+01] yyoddly
   rev  : [s =  2.3e+01] yyoddly

#    99 : loss = -1.5e+01
   inp  : [s =  4.4e+01] кхвючтч
   out  : [s =  2.9e+01] khvuchtch
   rev  : [s =  2.9e+01] khvuchtch

#   100 : loss = -1.5e+01
   inp  : [s =  4.6e+01] кыззйау
   out  : [s =  3.1e+01] kyzzyau
   rev  : [s =  4.2e+01] кыззяу

#   101 : loss = -1.5e+01
   inp  : [s =  4.1e+01] цъьилбэ
   out  : [s =  2.6e+01] tsjilbe
   rev  : [s =  2.6e+01] tsjilbe

#   102 : loss = -1.5e+01
   inp  : [s =  4.4e+01] здблоып
   out  : [s =  2.9e+01] zdblop
   rev  : [s =  2.9e+01] zdblop

#   103 : loss = -1.5e+01
   inp  : [s =  4.3e+01] ясъчкрл
   out  : [s =  2.8e+01] jaschkrl
   rev  : [s =  2.8e+01] jaschkrl

#   104 : loss = -1.5e+01
   inp  : [s =  4.0e+01] оъкюъуы
   out  : [s =  2.5e+01] oukyuuy
   rev  : [s =  2.5e+01] oukyuuy

#   105 : loss = -1.5e+01
   inp  : [s =  4.9e+01] дхлмгдс
   out  : [s =  3.4e+01] dhlmgds
   rev  : [s =  3.4e+01] dhlmgds

#   106 : loss = -1.5e+01
   inp  : [s =  3.8e+01] сутвжъг
   out  : [s =  2.3e+01] SOUTHWAYS
   rev  : [s =  2.3e+01] SOUTHWAYS

#   107 : loss = -1.5e+01
   inp  : [s =  4.2e+01] съфмввз
   out  : [s =  2.8e+01] sfmvvz
   rev  : [s =  2.8e+01] sfmvvz

#   108 : loss = -1.4e+01
   inp  : [s =  4.0e+01] амъцкыы
   out  : [s =  2.5e+01] amytskyy
   rev  : [s =  2.4e+01] амыцкий

#   109 : loss = -1.4e+01
   inp  : [s =  4.5e+01] лтзшйеч
   out  : [s =  3.1e+01] ltzszyjecz
   rev  : [s =  3.1e+01] ltzszyjecz

#   110 : loss = -1.4e+01
   inp  : [s =  4.5e+01] гфнбььм
   out  : [s =  3.0e+01] gfnbjm
   rev  : [s =  3.0e+01] gfnbjm

#   111 : loss = -1.4e+01
   inp  : [s =  3.6e+01] оудэвдь
   out  : [s =  2.2e+01] oudevd
   rev  : [s =  2.2e+01] oudevd

#   112 : loss = -1.4e+01
   inp  : [s =  4.3e+01] бпдчгвд
   out  : [s =  2.9e+01] bpdcgvd
   rev  : [s =  2.9e+01] bpdcgvd

#   113 : loss = -1.4e+01
   inp  : [s =  4.5e+01] аиугмсь
   out  : [s =  3.1e+01] aiugms
   rev  : [s =  3.1e+01] aiugms

#   114 : loss = -1.4e+01
   inp  : [s =  4.6e+01] бдлпроь
   out  : [s =  3.1e+01] bdlproy
   rev  : [s =  3.1e+01] bdlproy

#   115 : loss = -1.4e+01
   inp  : [s =  3.7e+01] лэьнлах
   out  : [s =  2.3e+01] lanlach
   rev  : [s =  2.0e+01] ланлах

#   116 : loss = -1.4e+01
   inp  : [s =  4.5e+01] ипеввсб
   out  : [s =  3.1e+01] ipewsb
   rev  : [s =  3.1e+01] ipewsb

#   117 : loss = -1.4e+01
   inp  : [s =  4.4e+01] нлцнфйм
   out  : [s =  3.0e+01] nltsnfjm
   rev  : [s =  3.0e+01] nltsnfjm

#   118 : loss = -1.4e+01
   inp  : [s =  3.5e+01] зсурзив
   out  : [s =  2.1e+01] ssurviving
   rev  : [s =  1.9e+01] выжить

#   119 : loss = -1.4e+01
   inp  : [s =  4.4e+01] бмххёэф
   out  : [s =  3.0e+01] bmhhoef
   rev  : [s =  3.0e+01] bmhhoef

#   120 : loss = -1.4e+01
   inp  : [s =  3.9e+01] длувиъъ
   out  : [s =  2.5e+01] dluvi
   rev  : [s =  2.5e+01] dluvi

#   121 : loss = -1.4e+01
   inp  : [s =  4.6e+01] бьсжъшг
   out  : [s =  3.3e+01] bjszshg
   rev  : [s =  3.3e+01] bjszshg

#   122 : loss = -1.4e+01
   inp  : [s =  3.9e+01] жасйишв
   out  : [s =  2.5e+01] jasyshv
   rev  : [s =  2.5e+01] jasyshv

#   123 : loss = -1.4e+01
   inp  : [s =  4.2e+01] йвтъжпъ
   out  : [s =  2.8e+01] jvtjp
   rev  : [s =  2.8e+01] jvtjp

#   124 : loss = -1.4e+01
   inp  : [s =  4.0e+01] гжзгкьм
   out  : [s =  2.6e+01] gzrzcjm
   rev  : [s =  2.6e+01] gzrzcjm

#   125 : loss = -1.4e+01
   inp  : [s =  4.0e+01] хгьзглц
   out  : [s =  2.6e+01] hrzglz
   rev  : [s =  2.6e+01] hrzglz

#   126 : loss = -1.4e+01
   inp  : [s =  4.8e+01] лхпзттг
   out  : [s =  3.4e+01] lhpzttg
   rev  : [s =  3.4e+01] lhpzttg

#   127 : loss = -1.4e+01
   inp  : [s =  4.2e+01] бавпфъх
   out  : [s =  2.9e+01] bavpfx
   rev  : [s =  2.9e+01] bavpfx

#   128 : loss = -1.4e+01
   inp  : [s =  4.4e+01] чмкрпнм
   out  : [s =  3.1e+01] hmcrpnm
   rev  : [s =  3.1e+01] hmcrpnm

#   129 : loss = -1.3e+01
   inp  : [s =  3.6e+01] ыэррвэт
   out  : [s =  2.3e+01] yarrvat
   rev  : [s =  2.3e+01] yarrvat

#   130 : loss = -1.3e+01
   inp  : [s =  4.0e+01] нъгцнсш
   out  : [s =  2.7e+01] ngznsz
   rev  : [s =  2.7e+01] ngznsz

#   131 : loss = -1.3e+01
   inp  : [s =  4.4e+01] мощыъпз
   out  : [s =  3.0e+01] powerypz
   rev  : [s =  3.0e+01] powerypz

#   132 : loss = -1.3e+01
   inp  : [s =  4.8e+01] ёбсышчм
   out  : [s =  3.5e+01] yobsyschm
   rev  : [s =  3.5e+01] yobsyschm

#   133 : loss = -1.3e+01
   inp  : [s =  4.1e+01] эувъйдп
   out  : [s =  2.8e+01] euwyddp
   rev  : [s =  2.8e+01] euwyddp

#   134 : loss = -1.3e+01
   inp  : [s =  4.0e+01] рэдщырп
   out  : [s =  2.7e+01] redshirp
   rev  : [s =  2.7e+01] redshirp

#   135 : loss = -1.3e+01
   inp  : [s =  4.4e+01] всрдйве
   out  : [s =  3.1e+01] wrdjwe
   rev  : [s =  3.1e+01] wrdjwe

#   136 : loss = -1.3e+01
   inp  : [s =  4.4e+01] сцлртьч
   out  : [s =  3.0e+01] czlrtch
   rev  : [s =  3.0e+01] czlrtch

#   137 : loss = -1.3e+01
   inp  : [s =  4.4e+01] жгфгфёь
   out  : [s =  3.0e+01] zhgfgfy
   rev  : [s =  3.0e+01] zhgfgfy

#   138 : loss = -1.3e+01
   inp  : [s =  4.1e+01] жчгьшуу
   out  : [s =  2.8e+01] zhgzhuu
   rev  : [s =  2.8e+01] zhgzhuu

#   139 : loss = -1.3e+01
   inp  : [s =  4.7e+01] дшмыкьв
   out  : [s =  3.4e+01] dshmykv
   rev  : [s =  3.4e+01] dshmykv

#   140 : loss = -1.3e+01
   inp  : [s =  4.1e+01] ынкшьэу
   out  : [s =  2.8e+01] ynkshew
   rev  : [s =  2.8e+01] ynkshew

#   141 : loss = -1.3e+01
   inp  : [s =  4.4e+01] гфььтсч
   out  : [s =  3.1e+01] gfjtsch
   rev  : [s =  3.1e+01] gfjtsch

#   142 : loss = -1.3e+01
   inp  : [s =  4.4e+01] хзтцыдз
   out  : [s =  3.1e+01] hztzydz
   rev  : [s =  3.1e+01] hztzydz

#   143 : loss = -1.3e+01
   inp  : [s =  4.5e+01] ъйэпгтк
   out  : [s =  3.2e+01] yepgtk
   rev  : [s =  3.2e+01] yepgtk

#   144 : loss = -1.3e+01
   inp  : [s =  4.1e+01] кыанхье
   out  : [s =  2.8e+01] Kyanhye
   rev  : [s =  2.8e+01] Kyanhye

#   145 : loss = -1.3e+01
   inp  : [s =  4.7e+01] пялбтйп
   out  : [s =  3.4e+01] 5lbtjp
   rev  : [s =  3.4e+01] 5lbtjp

#   146 : loss = -1.3e+01
   inp  : [s =  4.0e+01] чаввэбъ
   out  : [s =  2.7e+01] chavvieb
   rev  : [s =  3.0e+01] чаввиб

#   147 : loss = -1.3e+01
   inp  : [s =  4.1e+01] озтеяуу
   out  : [s =  2.8e+01] ozteyau
   rev  : [s =  2.8e+01] ozteyau

#   148 : loss = -1.3e+01
   inp  : [s =  5.4e+01] ыжыьсуь
   out  : [s =  4.1e+01] yyzhysuû
   rev  : [s =  4.1e+01] yyzhysuû

#   149 : loss = -1.3e+01
   inp  : [s =  3.7e+01] мохцьйа
   out  : [s =  2.4e+01] Mohtsia
   rev  : [s =  2.3e+01] Мохция

#   150 : loss = -1.3e+01
   inp  : [s =  3.6e+01] чжкохьм
   out  : [s =  2.4e+01] zhkohm
   rev  : [s =  2.4e+01] zhkohm

#   151 : loss = -1.2e+01
   inp  : [s =  4.8e+01] ццптбщм
   out  : [s =  3.6e+01] tzptbschm
   rev  : [s =  4.3e+01] цптбшм

#   152 : loss = -1.2e+01
   inp  : [s =  3.8e+01] здплкеи
   out  : [s =  2.5e+01] sdpkei
   rev  : [s =  2.5e+01] sdpkei

#   153 : loss = -1.2e+01
   inp  : [s =  4.3e+01] ббдрлжй
   out  : [s =  3.1e+01] bbrdrlj
   rev  : [s =  3.1e+01] bbrdrlj

#   154 : loss = -1.2e+01
   inp  : [s =  5.0e+01] гжхещлй
   out  : [s =  3.8e+01] gzhexchlj
   rev  : [s =  3.8e+01] gzhexchlj

#   155 : loss = -1.2e+01
   inp  : [s =  4.7e+01] фпцзьын
   out  : [s =  3.5e+01] fpcujin
   rev  : [s =  3.5e+01] fpcujin

#   156 : loss = -1.2e+01
   inp  : [s =  4.3e+01] ецъфлхг
   out  : [s =  3.1e+01] Etsuflhg
   rev  : [s =  3.1e+01] Etsuflhg

#   157 : loss = -1.2e+01
   inp  : [s =  4.2e+01] опкччпф
   out  : [s =  3.0e+01] opcchpf
   rev  : [s =  3.0e+01] opcchpf

#   158 : loss = -1.2e+01
   inp  : [s =  4.4e+01] лтгэмцр
   out  : [s =  3.2e+01] ltgemcr
   rev  : [s =  3.2e+01] ltgemcr

#   159 : loss = -1.2e+01
   inp  : [s =  3.8e+01] ижёюсаэ
   out  : [s =  2.6e+01] ijyusae
   rev  : [s =  2.6e+01] ijyusae

#   160 : loss = -1.2e+01
   inp  : [s =  4.1e+01] окъйкйц
   out  : [s =  2.9e+01] ocjcjc
   rev  : [s =  2.9e+01] ocjcjc

#   161 : loss = -1.2e+01
   inp  : [s =  3.7e+01] цтэзкэе
   out  : [s =  2.5e+01] ttezke
   rev  : [s =  2.5e+01] ttezke

#   162 : loss = -1.2e+01
   inp  : [s =  3.5e+01] жюэньтр
   out  : [s =  2.4e+01] JUENTER
   rev  : [s =  2.4e+01] JUENTER

#   163 : loss = -1.2e+01
   inp  : [s =  4.8e+01] ъюухкжм
   out  : [s =  3.6e+01] Yuhkjm
   rev  : [s =  3.6e+01] Yuhkjm

#   164 : loss = -1.2e+01
   inp  : [s =  4.2e+01] дбгкрбд
   out  : [s =  3.0e+01] dbgcrbd
   rev  : [s =  3.0e+01] dbgcrbd

#   165 : loss = -1.2e+01
   inp  : [s =  4.7e+01] бчзыобя
   out  : [s =  3.6e+01] bczyobya
   rev  : [s =  3.6e+01] bczyobya

#   166 : loss = -1.2e+01
